177,2.0
253,2.3
59315,5.0
95510,4.8
2119,1.2
8533,5.0
96079,4.5
98809,4.0
4896,4.7
122912,5.0
122886,1.5
102903,4.5
122920,4.9
122922,4.6
97921,4.5
122890,2.0
122924,3.0
1496,4.0
122896,4.0
5816,4.2
